episode_id,ground_truth,decoded_intent,duration_min,is_compositional,is_training,is_repair_trial,repair_outcome,is_uncertainty_trial,difficulty,agent_response
E0322,10,10,0.372,0,0,0,,0,,correct
E0380,11,11,0.663,0,0,0,,0,,correct
E0566,4,8,0.779,0,0,1,repeat_failed,0,,failed
E0043,4,4,0.386,0,0,0,,0,,correct
E0006,5,5,0.593,0,0,0,,0,,correct
E0504,4,8,0.733,0,0,1,repeat_failed,0,,failed
E0080,4,4,0.455,0,0,0,,0,,correct
E0122,6,6,0.802,0,0,0,,0,,correct
E0585,6,6,0.363,0,0,1,recovered,0,,recovered
E0159,9,7,0.377,0,0,0,,0,,incorrect
E0364,10,10,0.51,0,0,0,,0,,correct
E0255,5,5,0.493,0,0,0,,0,,correct
E0765,0,0,0.452,0,0,0,,1,hard,correct
E0732,0,0,0.243,0,0,0,,1,easy,correct
E0211,1,5,0.704,0,0,0,,0,,incorrect
E0271,8,8,0.339,0,0,0,,0,,correct
E0247,9,9,0.688,0,0,0,,0,,correct
E0240,1,9,0.618,0,0,0,,0,,incorrect
E0204,8,8,0.331,0,0,0,,0,,correct
E0510,11,9,0.59,0,0,1,escalate_failed,0,,failed
E0194,11,11,0.503,0,0,0,,0,,correct
E0187,2,2,0.36,0,0,0,,0,,correct
E0275,10,9,0.416,0,0,0,,0,,incorrect
E0223,7,7,0.467,0,0,0,,0,,correct
E0362,6,6,0.489,0,0,0,,0,,correct
E0321,2,2,0.466,0,0,0,,0,,correct
E0756,0,1,0.449,0,0,0,,1,hard,incorrect
E0182,1,1,0.606,0,0,0,,0,,correct
E0077,8,11,0.42,0,0,0,,0,,incorrect
E0776,0,0,0.367,0,0,0,,1,hard,correct
E0408,6,6,0.454,0,0,0,,0,,correct
E0749,1,-1,0.317,0,0,0,,1,hard,UNKNOWN
E0294,1,1,0.282,0,0,0,,0,,correct
E0254,11,11,0.328,0,0,0,,0,,correct
E0646,1,0,0.481,0,0,0,,1,easy,incorrect
E0009,3,2,0.402,0,0,0,,0,,incorrect
E0692,1,0,0.439,0,0,0,,1,easy,incorrect
E0622,0,0,0.381,0,0,0,,1,easy,correct
E0635,0,0,0.467,0,0,0,,1,easy,correct
E0422,0,0,0.428,0,0,0,,0,,correct
E0777,0,-1,0.612,0,0,0,,1,hard,UNKNOWN
E0668,1,1,0.464,0,0,0,,1,easy,correct
E0225,7,7,0.614,0,0,0,,0,,correct
E0391,5,5,0.387,0,0,0,,0,,correct
E0069,1,10,0.379,0,0,0,,0,,incorrect
E0264,9,9,0.318,0,0,0,,0,,correct
E0579,2,2,0.502,0,0,1,recovered,0,,recovered
E0731,0,0,0.416,0,0,0,,1,easy,correct
E0028,1,1,0.576,0,0,0,,0,,correct
E0471,3,3,0.357,1,1,0,,0,,correct
E0469,1,1,0.32,1,1,0,,0,,correct
E0347,3,3,0.525,0,0,0,,0,,correct
E0249,6,6,0.279,0,0,0,,0,,correct
E0676,1,1,0.378,0,0,0,,1,easy,correct
E0386,10,10,0.743,0,0,0,,0,,correct
E0453,7,7,0.412,0,0,0,,0,,correct
E0256,6,2,0.375,0,0,0,,0,,incorrect
E0550,4,6,0.451,0,0,1,modify_failed,0,,failed
E0735,1,1,0.284,0,0,0,,1,easy,correct
E0525,3,7,0.487,0,0,1,escalate_failed,0,,failed
E0119,4,4,0.707,0,0,0,,0,,correct
E0348,4,4,0.48,0,0,0,,0,,correct
E0301,4,10,0.379,0,0,0,,0,,incorrect
E0751,1,0,0.42,0,0,0,,1,hard,incorrect
E0074,4,4,0.328,0,0,0,,0,,correct
E0608,1,-1,0.44,0,0,0,,1,easy,UNKNOWN
E0699,1,1,0.464,0,0,0,,1,easy,correct
E0518,2,2,0.625,0,0,1,recovered,0,,recovered
E0416,2,9,0.362,0,0,0,,0,,incorrect
E0633,1,1,0.494,0,0,0,,1,easy,correct
E0693,1,1,0.54,0,0,0,,1,easy,correct
E0004,0,0,0.527,0,0,0,,0,,correct
E0588,5,9,0.604,0,0,1,repeat_failed,0,,failed
E0413,7,7,0.381,0,0,0,,0,,correct
E0465,9,9,0.502,1,1,0,,0,,correct
E0688,1,1,0.38,0,0,0,,1,easy,correct
E0231,5,5,0.596,0,0,0,,0,,correct
E0283,2,2,0.35,0,0,0,,0,,correct
E0355,7,7,0.306,0,0,0,,0,,correct
E0356,11,11,0.394,0,0,0,,0,,correct
E0786,1,-1,0.427,0,0,0,,1,hard,UNKNOWN
E0678,1,1,0.465,0,0,0,,1,easy,correct
E0291,6,6,0.451,0,0,0,,0,,correct
E0562,1,7,0.445,0,0,1,modify_failed,0,,failed
E0092,7,8,0.331,0,0,0,,0,,incorrect
E0772,0,0,0.386,0,0,0,,1,hard,correct
E0015,9,9,0.597,0,0,0,,0,,correct
E0783,1,0,0.312,0,0,0,,1,hard,incorrect
E0205,4,1,0.575,0,0,0,,0,,incorrect
E0600,0,0,0.369,0,0,0,,1,easy,correct
E0415,4,8,0.412,0,0,0,,0,,incorrect
E0404,4,4,0.377,0,0,0,,0,,correct
E0361,7,7,0.663,0,0,0,,0,,correct
E0409,2,0,0.723,0,0,0,,0,,incorrect
E0687,0,0,0.393,0,0,0,,1,easy,correct
E0088,0,0,0.576,0,0,0,,0,,correct
E0161,2,2,0.338,0,0,0,,0,,correct
E0000,10,10,0.386,0,0,0,,0,,correct
E0244,10,10,0.424,0,0,0,,0,,correct
E0368,7,11,0.544,0,0,0,,0,,incorrect
E0036,10,10,0.314,0,0,0,,0,,correct
E0173,11,11,0.26,0,0,0,,0,,correct
E0237,11,11,0.325,0,0,0,,0,,correct
E0528,2,2,0.547,0,0,1,recovered,0,,recovered
E0522,7,6,0.572,0,0,1,escalate_failed,0,,failed
E0613,1,1,0.327,0,0,0,,1,easy,correct
E0034,1,1,0.392,0,0,0,,0,,correct
E0199,9,5,0.415,0,0,0,,0,,incorrect
E0292,3,3,0.539,0,0,0,,0,,correct
E0530,2,8,0.426,0,0,1,escalate_failed,0,,failed
E0206,10,3,0.706,0,0,0,,0,,incorrect
E0010,5,5,0.359,0,0,0,,0,,correct
E0449,5,5,0.375,0,0,0,,0,,correct
E0506,8,1,0.956,0,0,1,repeat_failed,0,,failed
E0179,6,2,0.493,0,0,0,,0,,incorrect
E0058,3,5,0.416,0,0,0,,0,,incorrect
E0611,0,0,0.329,0,0,0,,1,easy,correct
E0293,10,8,0.443,0,0,0,,0,,incorrect
E0533,8,9,0.335,0,0,1,modify_failed,0,,failed
E0659,1,1,0.362,0,0,0,,1,easy,correct
E0662,1,0,0.328,0,0,0,,1,easy,incorrect
E0393,8,8,0.506,0,0,0,,0,,correct
E0038,9,9,0.474,0,0,0,,0,,correct
E0623,0,0,0.477,0,0,0,,1,easy,correct
E0081,11,11,0.399,0,0,0,,0,,correct
E0679,0,0,0.381,0,0,0,,1,easy,correct
E0227,4,4,0.525,0,0,0,,0,,correct
E0269,10,10,0.507,0,0,0,,0,,correct
E0065,11,11,0.406,0,0,0,,0,,correct
E0090,6,6,0.307,0,0,0,,0,,correct
E0445,10,10,0.304,0,0,0,,0,,correct
E0754,0,1,0.361,0,0,0,,1,hard,incorrect
E0793,0,0,0.332,0,0,0,,1,hard,correct
E0148,3,3,0.482,0,0,0,,0,,correct
E0093,2,10,0.718,0,0,0,,0,,incorrect
E0712,1,1,0.369,0,0,0,,1,easy,correct
E0651,1,1,0.493,0,0,0,,1,easy,correct
E0398,4,4,1.017,0,0,0,,0,,correct
E0164,8,8,0.641,0,0,0,,0,,correct
E0053,9,9,0.511,0,0,0,,0,,correct
E0628,0,0,0.677,0,0,0,,1,easy,correct
E0563,5,9,0.671,0,0,1,repeat_failed,0,,failed
E0346,11,11,0.456,0,0,0,,0,,correct
E0410,4,4,0.404,0,0,0,,0,,correct
E0520,3,1,0.374,0,0,1,escalate_failed,0,,failed
E0219,2,3,0.535,0,0,0,,0,,incorrect
E0102,11,4,0.485,0,0,0,,0,,incorrect
E0165,8,8,0.336,0,0,0,,0,,correct
E0457,8,8,0.579,0,0,0,,0,,correct
E0771,0,-1,0.341,0,0,0,,1,hard,UNKNOWN
E0121,5,5,0.292,0,0,0,,0,,correct
E0141,1,1,0.706,0,0,0,,0,,correct
E0407,2,2,0.527,0,0,0,,0,,correct
E0352,10,10,0.48,0,0,0,,0,,correct
E0710,0,1,0.437,0,0,0,,1,easy,incorrect
E0314,2,2,0.436,0,0,0,,0,,correct
E0742,1,-1,0.411,0,0,0,,1,hard,UNKNOWN
E0495,4,5,0.547,0,0,1,repeat_failed,0,,failed
E0568,5,2,0.846,0,0,1,escalate_failed,0,,failed
E0572,2,11,0.567,0,0,1,escalate_failed,0,,failed
E0737,0,0,0.452,0,0,0,,1,easy,correct
E0183,11,11,0.664,0,0,0,,0,,correct
E0494,4,4,0.508,0,0,1,recovered,0,,recovered
E0570,11,4,0.478,0,0,1,repeat_failed,0,,failed
E0565,10,6,0.702,0,0,1,repeat_failed,0,,failed
E0423,0,0,0.494,0,0,0,,0,,correct
E0208,2,2,0.335,0,0,0,,0,,correct
E0406,5,5,0.636,0,0,0,,0,,correct
E0282,3,3,0.318,0,0,0,,0,,correct
E0626,0,1,0.549,0,0,0,,1,easy,incorrect
E0374,4,4,0.496,0,0,0,,0,,correct
E0578,10,9,0.369,0,0,1,modify_failed,0,,failed
E0433,11,0,0.557,0,0,0,,0,,incorrect
E0548,10,3,1.083,0,0,1,modify_failed,0,,failed
E0267,4,4,0.484,0,0,0,,0,,correct
E0259,8,8,0.529,0,0,0,,0,,correct
E0599,2,0,0.691,0,0,1,escalate_failed,0,,failed
E0667,0,0,0.487,0,0,0,,1,easy,correct
E0436,0,0,0.421,0,0,0,,0,,correct
E0158,8,8,1.139,0,0,0,,0,,correct
E0109,0,0,0.375,0,0,0,,0,,correct
E0370,5,5,0.53,0,0,0,,0,,correct
E0715,0,0,0.447,0,0,0,,1,easy,correct
E0323,2,2,0.523,0,0,0,,0,,correct
E0210,9,9,0.522,0,0,0,,0,,correct
E0670,1,1,0.369,0,0,0,,1,easy,correct
E0384,7,7,0.36,0,0,0,,0,,correct
E0711,0,0,0.562,0,0,0,,1,easy,correct
E0532,2,2,0.665,0,0,1,recovered,0,,recovered
E0750,1,0,0.547,0,0,0,,1,hard,incorrect
E0764,1,-1,0.469,0,0,0,,1,hard,UNKNOWN
E0591,8,2,0.844,0,0,1,abandoned,0,,failed
E0007,8,8,0.331,0,0,0,,0,,correct
E0005,4,4,0.41,0,0,0,,0,,correct
E0193,1,1,0.328,0,0,0,,0,,correct
E0263,10,10,0.509,0,0,0,,0,,correct
E0418,9,9,0.41,0,0,0,,0,,correct
E0556,7,7,0.525,0,0,1,recovered,0,,recovered
E0612,0,0,0.35,0,0,0,,1,easy,correct
E0798,0,1,0.334,0,0,0,,1,hard,incorrect
E0085,3,2,0.463,0,0,0,,0,,incorrect
E0238,1,1,0.474,0,0,0,,0,,correct
E0488,4,4,0.488,0,0,1,recovered,0,,recovered
E0260,1,1,0.453,0,0,0,,0,,correct
E0137,4,4,0.458,0,0,0,,0,,correct
E0435,9,9,0.9,0,0,0,,0,,correct
E0100,6,6,0.406,0,0,0,,0,,correct
E0589,3,3,0.691,0,0,1,recovered,0,,recovered
E0713,0,0,0.382,0,0,0,,1,easy,correct
E0603,0,0,0.467,0,0,0,,1,easy,correct
E0358,4,4,0.437,0,0,0,,0,,correct
E0390,10,10,0.557,0,0,0,,0,,correct
E0748,0,0,0.352,0,0,0,,1,hard,correct
E0234,1,1,0.865,0,0,0,,0,,correct
E0439,9,9,0.504,0,0,0,,0,,correct
E0542,2,4,0.683,0,0,1,abandoned,0,,failed
E0714,0,0,0.305,0,0,0,,1,easy,correct
E0044,8,8,0.248,0,0,0,,0,,correct
E0379,11,11,0.289,0,0,0,,0,,correct
E0430,8,7,0.912,0,0,0,,0,,incorrect
E0534,8,8,0.374,0,0,1,recovered,0,,recovered
E0441,2,2,0.397,0,0,0,,0,,correct
E0664,0,0,0.322,0,0,0,,1,easy,correct
E0694,0,0,0.264,0,0,0,,1,easy,correct
E0001,11,11,0.432,0,0,0,,0,,correct
E0552,2,5,0.615,0,0,1,repeat_failed,0,,failed
E0617,1,1,0.621,0,0,0,,1,easy,correct
E0133,9,9,0.387,0,0,0,,0,,correct
E0782,0,1,0.42,0,0,0,,1,hard,incorrect
E0792,1,0,0.29,0,0,0,,1,hard,incorrect
E0095,8,7,0.435,0,0,0,,0,,incorrect
E0120,9,9,0.562,0,0,0,,0,,correct
E0515,11,11,0.696,0,0,1,recovered,0,,recovered
E0544,7,8,0.333,0,0,1,modify_failed,0,,failed
E0039,6,6,0.377,0,0,0,,0,,correct
E0614,1,1,0.438,0,0,0,,1,easy,correct
E0629,1,1,0.454,0,0,0,,1,easy,correct
E0487,6,6,0.495,0,0,1,recovered,0,,recovered
E0181,7,7,0.326,0,0,0,,0,,correct
E0098,11,11,0.387,0,0,0,,0,,correct
E0620,0,0,0.368,0,0,0,,1,easy,correct
E0153,1,1,0.44,0,0,0,,0,,correct
E0429,10,6,0.555,0,0,0,,0,,incorrect
E0700,0,0,0.51,0,0,0,,1,easy,correct
E0516,11,11,0.469,0,0,1,recovered,0,,recovered
E0535,11,10,0.529,0,0,1,escalate_failed,0,,failed
E0207,10,10,0.609,0,0,0,,0,,correct
E0016,6,6,0.783,0,0,0,,0,,correct
E0111,6,6,0.392,0,0,0,,0,,correct
E0135,4,4,0.389,0,0,0,,0,,correct
E0394,9,9,0.589,0,0,0,,0,,correct
E0387,11,4,0.356,0,0,0,,0,,incorrect
E0235,9,9,0.769,0,0,0,,0,,correct
E0070,11,11,0.56,0,0,0,,0,,correct
E0604,1,1,0.468,0,0,0,,1,easy,correct
E0610,0,0,0.398,0,0,0,,1,easy,correct
E0464,8,8,0.64,1,1,0,,0,,correct
E0350,9,9,0.544,0,0,0,,0,,correct
E0702,0,1,0.399,0,0,0,,1,easy,incorrect
E0741,0,0,0.439,0,0,0,,1,hard,correct
E0171,4,4,0.414,0,0,0,,0,,correct
E0270,8,8,0.471,0,0,0,,0,,correct
E0523,9,11,0.405,0,0,1,repeat_failed,0,,failed
E0675,1,1,0.528,0,0,0,,1,easy,correct
E0638,1,1,0.36,0,0,0,,1,easy,correct
E0186,4,4,0.558,0,0,0,,0,,correct
E0785,0,0,0.424,0,0,0,,1,hard,correct
E0596,5,2,0.533,0,0,1,abandoned,0,,failed
E0146,9,9,0.528,0,0,0,,0,,correct
E0615,0,1,0.629,0,0,0,,1,easy,incorrect
E0420,2,2,0.374,0,0,0,,0,,correct
E0224,10,0,0.459,0,0,0,,0,,incorrect
E0174,8,8,0.921,0,0,0,,0,,correct
E0493,4,4,0.478,0,0,1,recovered,0,,recovered
E0482,3,7,0.716,0,0,1,escalate_failed,0,,failed
E0621,1,1,0.24,0,0,0,,1,easy,correct
E0459,2,2,0.299,0,0,0,,0,,correct
E0221,0,0,0.585,0,0,0,,0,,correct
E0087,5,2,0.369,0,0,0,,0,,incorrect
E0290,3,3,0.715,0,0,0,,0,,correct
E0677,0,0,0.535,0,0,0,,1,easy,correct
