trial_uid,subject,source_file,source_file_sha256,session_T_or_E,source_record_index,task_run_index,within_run_trial_index,trial_sample_matlab,trial_sample_zero_based,cue_sample_zero_based,source_label,canonical_class,artifact_flag,retained,exclusion_reason,epoch_start_sample,epoch_stop_sample_inclusive
S03:T:record08:trial009,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,8,16141,16140,16640,3,feet,0,True,,16765,17265
S03:T:record08:trial010,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,9,18139,18138,18638,2,right_hand,0,True,,18763,19263
S03:T:record08:trial011,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,10,20045,20044,20544,4,tongue,1,False,organizer_artifact_flag,20669,21169
S03:T:record08:trial012,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,11,21940,21939,22439,2,right_hand,0,True,,22564,23064
S03:T:record08:trial013,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,12,23912,23911,24411,2,right_hand,0,True,,24536,25036
S03:T:record08:trial014,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,13,25856,25855,26355,1,left_hand,0,True,,26480,26980
S03:T:record08:trial015,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,14,27823,27822,28322,2,right_hand,0,True,,28447,28947
S03:T:record08:trial016,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,15,29943,29942,30442,4,tongue,0,True,,30567,31067
S03:T:record08:trial017,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,16,31951,31950,32450,4,tongue,0,True,,32575,33075
S03:T:record08:trial018,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,17,34017,34016,34516,2,right_hand,0,True,,34641,35141
S03:T:record08:trial019,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,18,36053,36052,36552,2,right_hand,0,True,,36677,37177
S03:T:record08:trial020,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,19,38119,38118,38618,2,right_hand,0,True,,38743,39243
S03:T:record08:trial021,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,20,40189,40188,40688,2,right_hand,0,True,,40813,41313
S03:T:record08:trial022,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,21,42269,42268,42768,4,tongue,0,True,,42893,43393
S03:T:record08:trial023,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,22,44181,44180,44680,4,tongue,0,True,,44805,45305
S03:T:record08:trial024,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,23,46212,46211,46711,3,feet,0,True,,46836,47336
S03:T:record08:trial025,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,24,48165,48164,48664,4,tongue,0,True,,48789,49289
S03:T:record08:trial026,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,25,50126,50125,50625,1,left_hand,0,True,,50750,51250
S03:T:record08:trial027,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,26,52230,52229,52729,2,right_hand,0,True,,52854,53354
S03:T:record08:trial028,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,27,54234,54233,54733,3,feet,0,True,,54858,55358
S03:T:record08:trial029,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,28,56209,56208,56708,2,right_hand,0,True,,56833,57333
S03:T:record08:trial030,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,29,58235,58234,58734,1,left_hand,0,True,,58859,59359
S03:T:record08:trial031,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,30,60306,60305,60805,4,tongue,0,True,,60930,61430
S03:T:record08:trial032,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,31,62413,62412,62912,1,left_hand,0,True,,63037,63537
S03:T:record08:trial033,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,32,64505,64504,65004,4,tongue,0,True,,65129,65629
S03:T:record08:trial034,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,33,66596,66595,67095,1,left_hand,0,True,,67220,67720
S03:T:record08:trial035,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,34,68639,68638,69138,1,left_hand,0,True,,69263,69763
S03:T:record08:trial036,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,35,70703,70702,71202,1,left_hand,0,True,,71327,71827
S03:T:record08:trial037,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,36,72723,72722,73222,1,left_hand,0,True,,73347,73847
S03:T:record08:trial038,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,37,74695,74694,75194,3,feet,0,True,,75319,75819
S03:T:record08:trial039,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,38,76658,76657,77157,3,feet,0,True,,77282,77782
S03:T:record08:trial040,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,39,78583,78582,79082,4,tongue,0,True,,79207,79707
S03:T:record08:trial041,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,40,80664,80663,81163,2,right_hand,0,True,,81288,81788
S03:T:record08:trial042,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,41,82642,82641,83141,3,feet,0,True,,83266,83766
S03:T:record08:trial043,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,42,84632,84631,85131,3,feet,0,True,,85256,85756
S03:T:record08:trial044,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,43,86751,86750,87250,3,feet,0,True,,87375,87875
S03:T:record08:trial045,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,44,88657,88656,89156,4,tongue,0,True,,89281,89781
S03:T:record08:trial046,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,45,90585,90584,91084,3,feet,0,True,,91209,91709
S03:T:record08:trial047,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,46,92699,92698,93198,1,left_hand,0,True,,93323,93823
S03:T:record08:trial048,S03,A03T.mat,7e731ee8b681d5da6ecb11ae1d4e64b1653c7f15aad5d6b7620b25ce53141e80,T,8,5,47,94758,94757,95257,3,feet,0,True,,95382,95882
S03:E:record03:trial001,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,0,251,250,750,1,left_hand,0,True,,875,1375
S03:E:record03:trial002,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,1,2254,2253,2753,2,right_hand,0,True,,2878,3378
S03:E:record03:trial003,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,2,4172,4171,4671,2,right_hand,1,False,organizer_artifact_flag,4796,5296
S03:E:record03:trial004,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,3,6124,6123,6623,1,left_hand,0,True,,6748,7248
S03:E:record03:trial005,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,4,8132,8131,8631,2,right_hand,0,True,,8756,9256
S03:E:record03:trial006,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,5,10243,10242,10742,1,left_hand,0,True,,10867,11367
S03:E:record03:trial007,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,6,12160,12159,12659,2,right_hand,0,True,,12784,13284
S03:E:record03:trial008,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,7,14210,14209,14709,3,feet,0,True,,14834,15334
S03:E:record03:trial009,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,8,16141,16140,16640,2,right_hand,0,True,,16765,17265
S03:E:record03:trial010,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,9,18139,18138,18638,4,tongue,0,True,,18763,19263
S03:E:record03:trial011,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,10,20045,20044,20544,1,left_hand,1,False,organizer_artifact_flag,20669,21169
S03:E:record03:trial012,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,11,21940,21939,22439,3,feet,0,True,,22564,23064
S03:E:record03:trial013,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,12,23912,23911,24411,2,right_hand,0,True,,24536,25036
S03:E:record03:trial014,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,13,25856,25855,26355,1,left_hand,0,True,,26480,26980
S03:E:record03:trial015,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,14,27823,27822,28322,4,tongue,0,True,,28447,28947
S03:E:record03:trial016,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,15,29943,29942,30442,4,tongue,0,True,,30567,31067
S03:E:record03:trial017,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,16,31951,31950,32450,4,tongue,0,True,,32575,33075
S03:E:record03:trial018,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,17,34017,34016,34516,4,tongue,0,True,,34641,35141
S03:E:record03:trial019,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,18,36053,36052,36552,4,tongue,0,True,,36677,37177
S03:E:record03:trial020,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,19,38119,38118,38618,1,left_hand,0,True,,38743,39243
S03:E:record03:trial021,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,20,40189,40188,40688,3,feet,0,True,,40813,41313
S03:E:record03:trial022,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,21,42269,42268,42768,2,right_hand,0,True,,42893,43393
S03:E:record03:trial023,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,22,44181,44180,44680,1,left_hand,0,True,,44805,45305
S03:E:record03:trial024,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,23,46212,46211,46711,1,left_hand,0,True,,46836,47336
S03:E:record03:trial025,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,24,48165,48164,48664,3,feet,0,True,,48789,49289
S03:E:record03:trial026,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,25,50126,50125,50625,4,tongue,0,True,,50750,51250
S03:E:record03:trial027,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,26,52230,52229,52729,1,left_hand,0,True,,52854,53354
S03:E:record03:trial028,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,27,54234,54233,54733,3,feet,0,True,,54858,55358
S03:E:record03:trial029,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,28,56209,56208,56708,3,feet,0,True,,56833,57333
S03:E:record03:trial030,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,29,58235,58234,58734,3,feet,0,True,,58859,59359
S03:E:record03:trial031,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,30,60306,60305,60805,1,left_hand,0,True,,60930,61430
S03:E:record03:trial032,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,31,62413,62412,62912,2,right_hand,0,True,,63037,63537
S03:E:record03:trial033,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,32,64505,64504,65004,1,left_hand,0,True,,65129,65629
S03:E:record03:trial034,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,33,66596,66595,67095,2,right_hand,0,True,,67220,67720
S03:E:record03:trial035,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,34,68639,68638,69138,2,right_hand,0,True,,69263,69763
S03:E:record03:trial036,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,35,70703,70702,71202,1,left_hand,0,True,,71327,71827
S03:E:record03:trial037,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,36,72723,72722,73222,2,right_hand,0,True,,73347,73847
S03:E:record03:trial038,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,37,74695,74694,75194,3,feet,0,True,,75319,75819
S03:E:record03:trial039,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,38,76658,76657,77157,2,right_hand,0,True,,77282,77782
S03:E:record03:trial040,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,39,78583,78582,79082,3,feet,0,True,,79207,79707
S03:E:record03:trial041,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,40,80664,80663,81163,3,feet,0,True,,81288,81788
S03:E:record03:trial042,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,41,82642,82641,83141,4,tongue,0,True,,83266,83766
S03:E:record03:trial043,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,42,84632,84631,85131,3,feet,0,True,,85256,85756
S03:E:record03:trial044,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,43,86751,86750,87250,3,feet,0,True,,87375,87875
S03:E:record03:trial045,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,44,88657,88656,89156,4,tongue,0,True,,89281,89781
S03:E:record03:trial046,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,45,90585,90584,91084,4,tongue,0,True,,91209,91709
S03:E:record03:trial047,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,46,92699,92698,93198,4,tongue,0,True,,93323,93823
S03:E:record03:trial048,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,3,0,47,94758,94757,95257,4,tongue,0,True,,95382,95882
S03:E:record04:trial001,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,0,251,250,750,4,tongue,0,True,,875,1375
S03:E:record04:trial002,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,1,2254,2253,2753,3,feet,0,True,,2878,3378
S03:E:record04:trial003,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,2,4172,4171,4671,2,right_hand,0,True,,4796,5296
S03:E:record04:trial004,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,3,6124,6123,6623,1,left_hand,0,True,,6748,7248
S03:E:record04:trial005,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,4,8132,8131,8631,1,left_hand,1,False,organizer_artifact_flag,8756,9256
S03:E:record04:trial006,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,5,10243,10242,10742,2,right_hand,0,True,,10867,11367
S03:E:record04:trial007,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,6,12160,12159,12659,3,feet,0,True,,12784,13284
S03:E:record04:trial008,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,7,14210,14209,14709,4,tongue,1,False,organizer_artifact_flag,14834,15334
S03:E:record04:trial009,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,8,16141,16140,16640,2,right_hand,0,True,,16765,17265
S03:E:record04:trial010,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,9,18139,18138,18638,3,feet,0,True,,18763,19263
S03:E:record04:trial011,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,10,20045,20044,20544,1,left_hand,0,True,,20669,21169
S03:E:record04:trial012,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,11,21940,21939,22439,1,left_hand,0,True,,22564,23064
S03:E:record04:trial013,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,12,23912,23911,24411,1,left_hand,0,True,,24536,25036
S03:E:record04:trial014,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,13,25856,25855,26355,4,tongue,0,True,,26480,26980
S03:E:record04:trial015,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,14,27823,27822,28322,2,right_hand,0,True,,28447,28947
S03:E:record04:trial016,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,15,29943,29942,30442,2,right_hand,0,True,,30567,31067
S03:E:record04:trial017,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,16,31951,31950,32450,1,left_hand,0,True,,32575,33075
S03:E:record04:trial018,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,17,34017,34016,34516,1,left_hand,0,True,,34641,35141
S03:E:record04:trial019,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,18,36053,36052,36552,3,feet,0,True,,36677,37177
S03:E:record04:trial020,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,19,38119,38118,38618,1,left_hand,0,True,,38743,39243
S03:E:record04:trial021,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,20,40189,40188,40688,2,right_hand,0,True,,40813,41313
S03:E:record04:trial022,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,21,42269,42268,42768,4,tongue,0,True,,42893,43393
S03:E:record04:trial023,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,22,44181,44180,44680,4,tongue,0,True,,44805,45305
S03:E:record04:trial024,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,23,46212,46211,46711,3,feet,0,True,,46836,47336
S03:E:record04:trial025,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,24,48165,48164,48664,1,left_hand,0,True,,48789,49289
S03:E:record04:trial026,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,25,50126,50125,50625,4,tongue,0,True,,50750,51250
S03:E:record04:trial027,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,26,52230,52229,52729,4,tongue,0,True,,52854,53354
S03:E:record04:trial028,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,27,54234,54233,54733,2,right_hand,0,True,,54858,55358
S03:E:record04:trial029,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,28,56209,56208,56708,4,tongue,0,True,,56833,57333
S03:E:record04:trial030,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,29,58235,58234,58734,4,tongue,0,True,,58859,59359
S03:E:record04:trial031,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,30,60306,60305,60805,2,right_hand,0,True,,60930,61430
S03:E:record04:trial032,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,31,62413,62412,62912,1,left_hand,0,True,,63037,63537
S03:E:record04:trial033,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,32,64505,64504,65004,2,right_hand,0,True,,65129,65629
S03:E:record04:trial034,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,33,66596,66595,67095,3,feet,0,True,,67220,67720
S03:E:record04:trial035,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,34,68639,68638,69138,3,feet,0,True,,69263,69763
S03:E:record04:trial036,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,35,70703,70702,71202,3,feet,0,True,,71327,71827
S03:E:record04:trial037,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,36,72723,72722,73222,4,tongue,0,True,,73347,73847
S03:E:record04:trial038,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,37,74695,74694,75194,3,feet,0,True,,75319,75819
S03:E:record04:trial039,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,38,76658,76657,77157,1,left_hand,0,True,,77282,77782
S03:E:record04:trial040,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,39,78583,78582,79082,4,tongue,0,True,,79207,79707
S03:E:record04:trial041,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,40,80664,80663,81163,2,right_hand,0,True,,81288,81788
S03:E:record04:trial042,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,41,82642,82641,83141,3,feet,1,False,organizer_artifact_flag,83266,83766
S03:E:record04:trial043,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,42,84632,84631,85131,2,right_hand,0,True,,85256,85756
S03:E:record04:trial044,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,43,86751,86750,87250,3,feet,1,False,organizer_artifact_flag,87375,87875
S03:E:record04:trial045,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,44,88657,88656,89156,4,tongue,1,False,organizer_artifact_flag,89281,89781
S03:E:record04:trial046,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,45,90585,90584,91084,2,right_hand,0,True,,91209,91709
S03:E:record04:trial047,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,46,92699,92698,93198,3,feet,0,True,,93323,93823
S03:E:record04:trial048,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,4,1,47,94758,94757,95257,1,left_hand,0,True,,95382,95882
S03:E:record05:trial001,S03,A03E.mat,d4229267ec7624fa8bd3af5cbebac17f415f7c722de6cb676748f8cb3b717d97,E,5,2,0,251,250,750,1,left_hand,0,True,,875,1375
